Entity,Code,Date,Total confirmed cases of COVID-19 (cases)
Chad,TCD,2020-03-31,7
Chad,TCD,2020-04-01,7
Chad,TCD,2020-04-02,7
Chad,TCD,2020-04-03,7
Chad,TCD,2020-04-04,7
Chile,CHL,2020-03-04,1
Chile,CHL,2020-03-05,3
Chile,CHL,2020-03-06,4
Chile,CHL,2020-03-07,5
Chile,CHL,2020-03-09,10
Chile,CHL,2020-03-10,13
Chile,CHL,2020-03-11,17
Chile,CHL,2020-03-12,23
Chile,CHL,2020-03-13,33
Chile,CHL,2020-03-14,43
Chile,CHL,2020-03-15,61
Chile,CHL,2020-03-16,75
Chile,CHL,2020-03-17,156
Chile,CHL,2020-03-18,201
Chile,CHL,2020-03-19,238
Chile,CHL,2020-03-20,342
Chile,CHL,2020-03-21,434
Chile,CHL,2020-03-22,537
Chile,CHL,2020-03-23,632
Chile,CHL,2020-03-24,746
Chile,CHL,2020-03-25,922
Chile,CHL,2020-03-26,1142
Chile,CHL,2020-03-27,1306
Chile,CHL,2020-03-28,1610
Chile,CHL,2020-03-29,1909
Chile,CHL,2020-03-30,2139
Chile,CHL,2020-03-31,2449
Chile,CHL,2020-04-01,2738
Chile,CHL,2020-04-02,3031
Chile,CHL,2020-04-03,3404
Chile,CHL,2020-04-04,3737
China,CHN,2019-12-31,27
China,CHN,2020-01-01,27
China,CHN,2020-01-02,27
China,CHN,2020-01-03,44
China,CHN,2020-01-04,44
China,CHN,2020-01-05,59
China,CHN,2020-01-06,59
China,CHN,2020-01-07,59
China,CHN,2020-01-08,59
China,CHN,2020-01-09,59
China,CHN,2020-01-10,59
China,CHN,2020-01-11,59
China,CHN,2020-01-12,59
China,CHN,2020-01-13,59
China,CHN,2020-01-14,59
China,CHN,2020-01-15,59
China,CHN,2020-01-16,59
China,CHN,2020-01-17,63
China,CHN,2020-01-18,80
China,CHN,2020-01-19,216
China,CHN,2020-01-20,235
China,CHN,2020-01-21,386
China,CHN,2020-01-22,526
China,CHN,2020-01-23,623
China,CHN,2020-01-24,882
China,CHN,2020-01-25,1323
China,CHN,2020-01-26,1988
China,CHN,2020-01-27,2775
China,CHN,2020-01-28,4528
China,CHN,2020-01-29,5994
China,CHN,2020-01-30,7734
China,CHN,2020-01-31,9714
China,CHN,2020-02-01,11809
China,CHN,2020-02-02,14399
China,CHN,2020-02-03,17211
China,CHN,2020-02-04,20448
China,CHN,2020-02-05,24320
China,CHN,2020-02-06,28047
China,CHN,2020-02-07,31207
China,CHN,2020-02-08,34625
China,CHN,2020-02-09,37232
China,CHN,2020-02-10,40206
China,CHN,2020-02-11,42696
China,CHN,2020-02-12,44724
China,CHN,2020-02-13,59865
China,CHN,2020-02-14,64021
China,CHN,2020-02-15,66559
China,CHN,2020-02-16,68566
China,CHN,2020-02-17,70618
China,CHN,2020-02-18,72508
China,CHN,2020-02-19,74258
China,CHN,2020-02-20,74652
China,CHN,2020-02-21,75543
China,CHN,2020-02-22,76369
China,CHN,2020-02-23,77016
China,CHN,2020-02-24,77234
China,CHN,2020-02-25,77749
China,CHN,2020-02-26,78159
China,CHN,2020-02-27,78598
China,CHN,2020-02-28,78927
China,CHN,2020-02-29,79355
China,CHN,2020-03-01,79929
China,CHN,2020-03-02,80134
China,CHN,2020-03-03,80261
China,CHN,2020-03-04,80380
China,CHN,2020-03-05,80497
China,CHN,2020-03-06,80667
China,CHN,2020-03-07,80768
China,CHN,2020-03-08,80814
China,CHN,2020-03-09,80859
China,CHN,2020-03-10,80879
China,CHN,2020-03-11,80908
China,CHN,2020-03-12,80932
China,CHN,2020-03-13,80954
China,CHN,2020-03-14,80973
China,CHN,2020-03-15,80995
China,CHN,2020-03-16,81020
China,CHN,2020-03-17,81063
China,CHN,2020-03-18,81086
China,CHN,2020-03-19,81130
China,CHN,2020-03-20,81229
China,CHN,2020-03-21,81281
China,CHN,2020-03-22,81346
China,CHN,2020-03-23,81484
China,CHN,2020-03-24,81553
China,CHN,2020-03-25,81631
China,CHN,2020-03-26,81733
China,CHN,2020-03-27,81827
China,CHN,2020-03-28,81946
China,CHN,2020-03-29,82059
China,CHN,2020-03-30,82157
China,CHN,2020-03-31,82241
China,CHN,2020-04-01,82295
China,CHN,2020-04-02,82395
China,CHN,2020-04-03,82465
China,CHN,2020-04-04,82527
Colombia,COL,2020-03-07,1
Colombia,COL,2020-03-10,3
Colombia,COL,2020-03-12,9
Colombia,COL,2020-03-14,16
Colombia,COL,2020-03-15,34
Colombia,COL,2020-03-16,45
Colombia,COL,2020-03-17,57
Colombia,COL,2020-03-18,65
Colombia,COL,2020-03-19,102
Colombia,COL,2020-03-20,128
Colombia,COL,2020-03-21,158
Colombia,COL,2020-03-22,210
Colombia,COL,2020-03-23,235
Colombia,COL,2020-03-24,306
Colombia,COL,2020-03-25,378
Colombia,COL,2020-03-26,470
Colombia,COL,2020-03-27,491
Colombia,COL,2020-03-28,539
Colombia,COL,2020-03-29,608
Colombia,COL,2020-03-30,702
Colombia,COL,2020-03-31,798
Colombia,COL,2020-04-01,906
Colombia,COL,2020-04-02,1065
Colombia,COL,2020-04-03,1161
Colombia,COL,2020-04-04,1267
Congo,COG,2020-03-16,1
Congo,COG,2020-03-17,1
Congo,COG,2020-03-18,1
Congo,COG,2020-03-19,3
Congo,COG,2020-03-20,3
Congo,COG,2020-03-21,3
Congo,COG,2020-03-22,4
Congo,COG,2020-03-23,4
Congo,COG,2020-03-24,4
Congo,COG,2020-03-25,4
Congo,COG,2020-03-26,4
Congo,COG,2020-03-27,4
Congo,COG,2020-03-28,4
Congo,COG,2020-03-29,19
Congo,COG,2020-03-30,19
Congo,COG,2020-03-31,19
Congo,COG,2020-04-01,22
Congo,COG,2020-04-02,22
Congo,COG,2020-04-03,41
Congo,COG,2020-04-04,41
Costa Rica,CRI,2020-03-07,1
Costa Rica,CRI,2020-03-09,5
Costa Rica,CRI,2020-03-10,9
Costa Rica,CRI,2020-03-11,13
Costa Rica,CRI,2020-03-12,22
Costa Rica,CRI,2020-03-13,23
Costa Rica,CRI,2020-03-14,26
Costa Rica,CRI,2020-03-15,27
Costa Rica,CRI,2020-03-16,35
Costa Rica,CRI,2020-03-17,41
Costa Rica,CRI,2020-03-18,50
Costa Rica,CRI,2020-03-19,69
Costa Rica,CRI,2020-03-20,87
Costa Rica,CRI,2020-03-21,113
Costa Rica,CRI,2020-03-22,117
Costa Rica,CRI,2020-03-23,134
Costa Rica,CRI,2020-03-24,158
Costa Rica,CRI,2020-03-25,177
Costa Rica,CRI,2020-03-26,201
Costa Rica,CRI,2020-03-27,231
Costa Rica,CRI,2020-03-28,263
Costa Rica,CRI,2020-03-29,295
Costa Rica,CRI,2020-03-30,314
Costa Rica,CRI,2020-03-31,330
Costa Rica,CRI,2020-04-01,347
Costa Rica,CRI,2020-04-02,375
Costa Rica,CRI,2020-04-03,396
Costa Rica,CRI,2020-04-04,416
Cote d'Ivoire,CIV,2020-03-12,1
Cote d'Ivoire,CIV,2020-03-15,4
Cote d'Ivoire,CIV,2020-03-16,4
Cote d'Ivoire,CIV,2020-03-17,5
Cote d'Ivoire,CIV,2020-03-18,5
Cote d'Ivoire,CIV,2020-03-19,6
Cote d'Ivoire,CIV,2020-03-20,9
Cote d'Ivoire,CIV,2020-03-21,14
Cote d'Ivoire,CIV,2020-03-22,17
Cote d'Ivoire,CIV,2020-03-23,25
Cote d'Ivoire,CIV,2020-03-24,25
Cote d'Ivoire,CIV,2020-03-25,73
Cote d'Ivoire,CIV,2020-03-26,80
Cote d'Ivoire,CIV,2020-03-27,96
Cote d'Ivoire,CIV,2020-03-28,101
Cote d'Ivoire,CIV,2020-03-29,140
Cote d'Ivoire,CIV,2020-03-30,165
Cote d'Ivoire,CIV,2020-03-31,168
Cote d'Ivoire,CIV,2020-04-01,168
Cote d'Ivoire,CIV,2020-04-02,190
Cote d'Ivoire,CIV,2020-04-03,194
Cote d'Ivoire,CIV,2020-04-04,218
Croatia,HRV,2019-12-31,0
Croatia,HRV,2020-01-01,0
Croatia,HRV,2020-01-02,0
Croatia,HRV,2020-01-03,0
Croatia,HRV,2020-01-04,0
Croatia,HRV,2020-01-05,0
Croatia,HRV,2020-01-06,0
Croatia,HRV,2020-01-07,0
Croatia,HRV,2020-01-08,0
Croatia,HRV,2020-01-09,0
Croatia,HRV,2020-01-10,0
Croatia,HRV,2020-01-11,0
Croatia,HRV,2020-01-12,0
Croatia,HRV,2020-01-13,0
Croatia,HRV,2020-01-14,0
Croatia,HRV,2020-01-15,0
Croatia,HRV,2020-01-16,0
Croatia,HRV,2020-01-17,0
Croatia,HRV,2020-01-18,0
Croatia,HRV,2020-01-19,0
Croatia,HRV,2020-01-20,0
Croatia,HRV,2020-01-21,0
Croatia,HRV,2020-01-22,0
Croatia,HRV,2020-01-23,0
Croatia,HRV,2020-01-24,0
Croatia,HRV,2020-01-25,0
Croatia,HRV,2020-01-26,0
Croatia,HRV,2020-01-27,0
Croatia,HRV,2020-01-28,0
Croatia,HRV,2020-01-29,0
Croatia,HRV,2020-01-30,0
Croatia,HRV,2020-01-31,0
Croatia,HRV,2020-02-01,0
Croatia,HRV,2020-02-02,0
Croatia,HRV,2020-02-03,0
Croatia,HRV,2020-02-04,0
Croatia,HRV,2020-02-05,0
Croatia,HRV,2020-02-06,0
Croatia,HRV,2020-02-07,0
Croatia,HRV,2020-02-08,0
Croatia,HRV,2020-02-09,0
Croatia,HRV,2020-02-10,0
Croatia,HRV,2020-02-11,0
Croatia,HRV,2020-02-12,0
Croatia,HRV,2020-02-13,0
Croatia,HRV,2020-02-14,0
Croatia,HRV,2020-02-15,0
Croatia,HRV,2020-02-16,0
Croatia,HRV,2020-02-17,0
Croatia,HRV,2020-02-18,0
Croatia,HRV,2020-02-19,0
Croatia,HRV,2020-02-20,0
Croatia,HRV,2020-02-21,0
Croatia,HRV,2020-02-22,0
Croatia,HRV,2020-02-23,0
Croatia,HRV,2020-02-24,0
Croatia,HRV,2020-02-25,0
Croatia,HRV,2020-02-26,1
Croatia,HRV,2020-02-27,2
Croatia,HRV,2020-02-28,3
Croatia,HRV,2020-02-29,5
Croatia,HRV,2020-03-01,5
Croatia,HRV,2020-03-02,7
Croatia,HRV,2020-03-03,8
Croatia,HRV,2020-03-04,9
Croatia,HRV,2020-03-06,10
Croatia,HRV,2020-03-07,11
Croatia,HRV,2020-03-08,12
Croatia,HRV,2020-03-11,13
Croatia,HRV,2020-03-12,16
Croatia,HRV,2020-03-13,25
Croatia,HRV,2020-03-14,31
Croatia,HRV,2020-03-15,37
Croatia,HRV,2020-03-16,48
Croatia,HRV,2020-03-17,56
Croatia,HRV,2020-03-18,69
Croatia,HRV,2020-03-19,81
Croatia,HRV,2020-03-20,104
Croatia,HRV,2020-03-21,126
Croatia,HRV,2020-03-22,206
Croatia,HRV,2020-03-23,235
Croatia,HRV,2020-03-24,306
Croatia,HRV,2020-03-25,382
Croatia,HRV,2020-03-26,418
Croatia,HRV,2020-03-27,495
Croatia,HRV,2020-03-28,586
Croatia,HRV,2020-03-29,657
Croatia,HRV,2020-03-30,713
Croatia,HRV,2020-03-31,790
Croatia,HRV,2020-04-01,867
Croatia,HRV,2020-04-02,963
Croatia,HRV,2020-04-03,1011
Croatia,HRV,2020-04-04,1079
Cuba,CUB,2020-03-12,3
Cuba,CUB,2020-03-14,4
Cuba,CUB,2020-03-15,4
Cuba,CUB,2020-03-18,7
Cuba,CUB,2020-03-19,11
Cuba,CUB,2020-03-20,16
Cuba,CUB,2020-03-21,21
Cuba,CUB,2020-03-22,25
Cuba,CUB,2020-03-23,35
Cuba,CUB,2020-03-24,40
Cuba,CUB,2020-03-25,48
Cuba,CUB,2020-03-26,57
Cuba,CUB,2020-03-27,67
Cuba,CUB,2020-03-28,80
Cuba,CUB,2020-03-29,119
Cuba,CUB,2020-03-30,139
Cuba,CUB,2020-03-31,170
Cuba,CUB,2020-04-01,186
Cuba,CUB,2020-04-02,212
Cuba,CUB,2020-04-03,233
Cuba,CUB,2020-04-04,269
Curacao,CUW,2020-03-13,1
Curacao,CUW,2020-03-20,3
Curacao,CUW,2020-03-24,6
Curacao,CUW,2020-03-26,6
Curacao,CUW,2020-03-27,7
Curacao,CUW,2020-03-28,8
Curacao,CUW,2020-03-29,8
Curacao,CUW,2020-03-30,9
Curacao,CUW,2020-04-01,11
Curacao,CUW,2020-04-02,11
Curacao,CUW,2020-04-03,11
Curacao,CUW,2020-04-04,11
Cyprus,CYP,2020-03-10,2
Cyprus,CYP,2020-03-12,6
Cyprus,CYP,2020-03-14,14
Cyprus,CYP,2020-03-15,21
Cyprus,CYP,2020-03-16,30
Cyprus,CYP,2020-03-17,40
Cyprus,CYP,2020-03-18,40
Cyprus,CYP,2020-03-19,58
Cyprus,CYP,2020-03-20,58
Cyprus,CYP,2020-03-21,67
Cyprus,CYP,2020-03-22,84
Cyprus,CYP,2020-03-23,95
Cyprus,CYP,2020-03-24,116
Cyprus,CYP,2020-03-25,124
Cyprus,CYP,2020-03-26,132
Cyprus,CYP,2020-03-27,146
Cyprus,CYP,2020-03-28,162
Cyprus,CYP,2020-03-29,179
Cyprus,CYP,2020-03-30,214
Cyprus,CYP,2020-03-31,230
Cyprus,CYP,2020-04-01,262
Cyprus,CYP,2020-04-02,320
Cyprus,CYP,2020-04-03,356
Cyprus,CYP,2020-04-04,396
Czech Republic,CZE,2019-12-31,0
Czech Republic,CZE,2020-01-01,0
Czech Republic,CZE,2020-01-02,0
Czech Republic,CZE,2020-01-03,0
Czech Republic,CZE,2020-01-04,0
Czech Republic,CZE,2020-01-05,0
Czech Republic,CZE,2020-01-06,0
Czech Republic,CZE,2020-01-07,0
Czech Republic,CZE,2020-01-08,0
Czech Republic,CZE,2020-01-09,0
Czech Republic,CZE,2020-01-10,0
Czech Republic,CZE,2020-01-11,0
Czech Republic,CZE,2020-01-12,0
Czech Republic,CZE,2020-01-13,0
Czech Republic,CZE,2020-01-14,0
Czech Republic,CZE,2020-01-15,0
Czech Republic,CZE,2020-01-16,0
Czech Republic,CZE,2020-01-17,0
Czech Republic,CZE,2020-01-18,0
Czech Republic,CZE,2020-01-19,0
Czech Republic,CZE,2020-01-20,0
Czech Republic,CZE,2020-01-21,0
Czech Republic,CZE,2020-01-22,0
Czech Republic,CZE,2020-01-23,0
Czech Republic,CZE,2020-01-24,0
Czech Republic,CZE,2020-01-25,0
Czech Republic,CZE,2020-01-26,0
Czech Republic,CZE,2020-01-27,0
Czech Republic,CZE,2020-01-28,0
Czech Republic,CZE,2020-01-29,0
Czech Republic,CZE,2020-01-30,0
Czech Republic,CZE,2020-01-31,0
Czech Republic,CZE,2020-02-01,0
Czech Republic,CZE,2020-02-02,0
Czech Republic,CZE,2020-02-03,0
Czech Republic,CZE,2020-02-04,0
Czech Republic,CZE,2020-02-05,0
Czech Republic,CZE,2020-02-06,0
Czech Republic,CZE,2020-02-07,0
Czech Republic,CZE,2020-02-08,0
Czech Republic,CZE,2020-02-09,0
Czech Republic,CZE,2020-02-10,0
Czech Republic,CZE,2020-02-11,0
Czech Republic,CZE,2020-02-12,0
Czech Republic,CZE,2020-02-13,0
Czech Republic,CZE,2020-02-14,0
Czech Republic,CZE,2020-02-15,0
Czech Republic,CZE,2020-02-16,0
Czech Republic,CZE,2020-02-17,0
Czech Republic,CZE,2020-02-18,0
Czech Republic,CZE,2020-02-19,0
Czech Republic,CZE,2020-02-20,0
Czech Republic,CZE,2020-02-21,0
Czech Republic,CZE,2020-02-22,0
Czech Republic,CZE,2020-02-23,0
Czech Republic,CZE,2020-02-24,0
Czech Republic,CZE,2020-02-25,0
Czech Republic,CZE,2020-02-26,0
Czech Republic,CZE,2020-02-27,0
Czech Republic,CZE,2020-02-28,0
Czech Republic,CZE,2020-02-29,0
Czech Republic,CZE,2020-03-01,0
Czech Republic,CZE,2020-03-02,3
Czech Republic,CZE,2020-03-03,5
Czech Republic,CZE,2020-03-04,5
Czech Republic,CZE,2020-03-05,8
Czech Republic,CZE,2020-03-06,12
Czech Republic,CZE,2020-03-07,19
Czech Republic,CZE,2020-03-08,26
Czech Republic,CZE,2020-03-09,32
Czech Republic,CZE,2020-03-10,40
Czech Republic,CZE,2020-03-11,63
Czech Republic,CZE,2020-03-12,94
Czech Republic,CZE,2020-03-13,116
Czech Republic,CZE,2020-03-14,150
Czech Republic,CZE,2020-03-15,214
Czech Republic,CZE,2020-03-16,298
Czech Republic,CZE,2020-03-17,344
Czech Republic,CZE,2020-03-18,434
Czech Republic,CZE,2020-03-19,522
Czech Republic,CZE,2020-03-20,694
Czech Republic,CZE,2020-03-21,904
Czech Republic,CZE,2020-03-22,995
Czech Republic,CZE,2020-03-23,1165
Czech Republic,CZE,2020-03-24,1236
Czech Republic,CZE,2020-03-25,1394
Czech Republic,CZE,2020-03-26,1654
Czech Republic,CZE,2020-03-27,2062
Czech Republic,CZE,2020-03-28,2279
Czech Republic,CZE,2020-03-29,2663
Czech Republic,CZE,2020-03-30,2829
Czech Republic,CZE,2020-03-31,3002
Czech Republic,CZE,2020-04-01,3308
Czech Republic,CZE,2020-04-02,3589
Czech Republic,CZE,2020-04-03,3858
Czech Republic,CZE,2020-04-04,4190
Democratic Republic of Congo,COD,2020-03-11,1
Democratic Republic of Congo,COD,2020-03-14,2
Democratic Republic of Congo,COD,2020-03-15,2
Democratic Republic of Congo,COD,2020-03-16,2
Democratic Republic of Congo,COD,2020-03-17,3
Democratic Republic of Congo,COD,2020-03-18,3
Democratic Republic of Congo,COD,2020-03-19,14
Democratic Republic of Congo,COD,2020-03-20,14
Democratic Republic of Congo,COD,2020-03-21,14
Democratic Republic of Congo,COD,2020-03-22,23
Democratic Republic of Congo,COD,2020-03-23,26
Democratic Republic of Congo,COD,2020-03-24,26
Democratic Republic of Congo,COD,2020-03-25,45
Democratic Republic of Congo,COD,2020-03-26,45
Democratic Republic of Congo,COD,2020-03-27,54
Democratic Republic of Congo,COD,2020-03-28,58
Democratic Republic of Congo,COD,2020-03-29,58
Democratic Republic of Congo,COD,2020-03-30,81
Democratic Republic of Congo,COD,2020-03-31,98
Democratic Republic of Congo,COD,2020-04-01,98
Democratic Republic of Congo,COD,2020-04-02,123
Democratic Republic of Congo,COD,2020-04-03,123
Democratic Republic of Congo,COD,2020-04-04,134
Denmark,DNK,2019-12-31,0
Denmark,DNK,2020-01-01,0
Denmark,DNK,2020-01-02,0
Denmark,DNK,2020-01-03,0
Denmark,DNK,2020-01-04,0
Denmark,DNK,2020-01-05,0
Denmark,DNK,2020-01-06,0
Denmark,DNK,2020-01-07,0
Denmark,DNK,2020-01-08,0
Denmark,DNK,2020-01-09,0
Denmark,DNK,2020-01-10,0
Denmark,DNK,2020-01-11,0
Denmark,DNK,2020-01-12,0
Denmark,DNK,2020-01-13,0
Denmark,DNK,2020-01-14,0
Denmark,DNK,2020-01-15,0
Denmark,DNK,2020-01-16,0
Denmark,DNK,2020-01-17,0
Denmark,DNK,2020-01-18,0
Denmark,DNK,2020-01-19,0
Denmark,DNK,2020-01-20,0
Denmark,DNK,2020-01-21,0
Denmark,DNK,2020-01-22,0
Denmark,DNK,2020-01-23,0
Denmark,DNK,2020-01-24,0
Denmark,DNK,2020-01-25,0
Denmark,DNK,2020-01-26,0
Denmark,DNK,2020-01-27,0
Denmark,DNK,2020-01-28,0
Denmark,DNK,2020-01-29,0
Denmark,DNK,2020-01-30,0
Denmark,DNK,2020-01-31,0
Denmark,DNK,2020-02-01,0
Denmark,DNK,2020-02-02,0
Denmark,DNK,2020-02-03,0
Denmark,DNK,2020-02-04,0
Denmark,DNK,2020-02-05,0
Denmark,DNK,2020-02-06,0
Denmark,DNK,2020-02-07,0
Denmark,DNK,2020-02-08,0
Denmark,DNK,2020-02-09,0
Denmark,DNK,2020-02-10,0
Denmark,DNK,2020-02-11,0
Denmark,DNK,2020-02-12,0
Denmark,DNK,2020-02-13,0
Denmark,DNK,2020-02-14,0
Denmark,DNK,2020-02-15,0
Denmark,DNK,2020-02-16,0
Denmark,DNK,2020-02-17,0
Denmark,DNK,2020-02-18,0
Denmark,DNK,2020-02-19,0
Denmark,DNK,2020-02-20,0
Denmark,DNK,2020-02-21,0
Denmark,DNK,2020-02-22,0
Denmark,DNK,2020-02-23,0
Denmark,DNK,2020-02-24,0
Denmark,DNK,2020-02-25,0
Denmark,DNK,2020-02-26,0
Denmark,DNK,2020-02-27,1
Denmark,DNK,2020-02-28,1
Denmark,DNK,2020-02-29,2
Denmark,DNK,2020-03-01,3
Denmark,DNK,2020-03-02,4
Denmark,DNK,2020-03-03,5
Denmark,DNK,2020-03-04,8
Denmark,DNK,2020-03-05,10
Denmark,DNK,2020-03-06,20
Denmark,DNK,2020-03-07,23
Denmark,DNK,2020-03-08,31
Denmark,DNK,2020-03-09,38
Denmark,DNK,2020-03-10,113
Denmark,DNK,2020-03-11,264
Denmark,DNK,2020-03-12,516
Denmark,DNK,2020-03-13,676
Denmark,DNK,2020-03-14,804
Denmark,DNK,2020-03-15,827
Denmark,DNK,2020-03-16,875
Denmark,DNK,2020-03-17,932
Denmark,DNK,2020-03-18,1024
Denmark,DNK,2020-03-19,1115
Denmark,DNK,2020-03-20,1151
Denmark,DNK,2020-03-21,1255
Denmark,DNK,2020-03-22,1326
Denmark,DNK,2020-03-23,1395
Denmark,DNK,2020-03-24,1460
Denmark,DNK,2020-03-25,1591
Denmark,DNK,2020-03-26,1724
Denmark,DNK,2020-03-27,1877
Denmark,DNK,2020-03-28,2046
Denmark,DNK,2020-03-29,2201
Denmark,DNK,2020-03-30,2395
Denmark,DNK,2020-03-31,2577
Denmark,DNK,2020-04-01,2860
Denmark,DNK,2020-04-02,3107
Denmark,DNK,2020-04-03,3386
Denmark,DNK,2020-04-04,3757
Djibouti,DJI,2020-03-19,1
Djibouti,DJI,2020-03-20,1
Djibouti,DJI,2020-03-21,1
Djibouti,DJI,2020-03-22,1
Djibouti,DJI,2020-03-23,1
Djibouti,DJI,2020-03-24,3
Djibouti,DJI,2020-03-25,3
Djibouti,DJI,2020-03-26,12
Djibouti,DJI,2020-03-27,12
Djibouti,DJI,2020-03-28,13
Djibouti,DJI,2020-03-29,15
Djibouti,DJI,2020-03-30,19
Djibouti,DJI,2020-03-31,26
Djibouti,DJI,2020-04-01,31
Djibouti,DJI,2020-04-02,34
Djibouti,DJI,2020-04-03,41
Djibouti,DJI,2020-04-04,41
Dominica,DMA,2020-03-23,1
Dominica,DMA,2020-03-24,1
Dominica,DMA,2020-03-25,2
Dominica,DMA,2020-03-26,7
Dominica,DMA,2020-03-27,11
Dominica,DMA,2020-03-28,11
Dominica,DMA,2020-03-29,11
Dominica,DMA,2020-03-30,11
Dominica,DMA,2020-03-31,11
Dominica,DMA,2020-04-01,11
Dominica,DMA,2020-04-02,12
Dominica,DMA,2020-04-03,12
Dominica,DMA,2020-04-04,14
Dominican Republic,DOM,2019-12-31,0
Dominican Republic,DOM,2020-01-01,0
Dominican Republic,DOM,2020-01-02,0
Dominican Republic,DOM,2020-01-03,0
Dominican Republic,DOM,2020-01-04,0
Dominican Republic,DOM,2020-01-05,0
Dominican Republic,DOM,2020-01-06,0
Dominican Republic,DOM,2020-01-07,0
Dominican Republic,DOM,2020-01-08,0
Dominican Republic,DOM,2020-01-09,0
Dominican Republic,DOM,2020-01-10,0
Dominican Republic,DOM,2020-01-11,0
Dominican Republic,DOM,2020-01-12,0
Dominican Republic,DOM,2020-01-13,0
Dominican Republic,DOM,2020-01-14,0
Dominican Republic,DOM,2020-01-15,0
Dominican Republic,DOM,2020-01-16,0
Dominican Republic,DOM,2020-01-17,0
Dominican Republic,DOM,2020-01-18,0
Dominican Republic,DOM,2020-01-19,0
Dominican Republic,DOM,2020-01-20,0
Dominican Republic,DOM,2020-01-21,0
Dominican Republic,DOM,2020-01-22,0
Dominican Republic,DOM,2020-01-23,0
Dominican Republic,DOM,2020-01-24,0
Dominican Republic,DOM,2020-01-25,0
Dominican Republic,DOM,2020-01-26,0
Dominican Republic,DOM,2020-01-27,0
Dominican Republic,DOM,2020-01-28,0
Dominican Republic,DOM,2020-01-29,0
Dominican Republic,DOM,2020-01-30,0
Dominican Republic,DOM,2020-01-31,0
Dominican Republic,DOM,2020-02-01,0
Dominican Republic,DOM,2020-02-02,0
Dominican Republic,DOM,2020-02-03,0
Dominican Republic,DOM,2020-02-04,0
Dominican Republic,DOM,2020-02-05,0
Dominican Republic,DOM,2020-02-06,0
Dominican Republic,DOM,2020-02-07,0
Dominican Republic,DOM,2020-02-08,0
Dominican Republic,DOM,2020-02-09,0
Dominican Republic,DOM,2020-02-10,0
Dominican Republic,DOM,2020-02-11,0
Dominican Republic,DOM,2020-02-12,0
Dominican Republic,DOM,2020-02-13,0
Dominican Republic,DOM,2020-02-14,0
Dominican Republic,DOM,2020-02-15,0
Dominican Republic,DOM,2020-02-16,0
Dominican Republic,DOM,2020-02-17,0
Dominican Republic,DOM,2020-02-18,0
Dominican Republic,DOM,2020-02-19,0
Dominican Republic,DOM,2020-02-20,0
Dominican Republic,DOM,2020-02-21,0
Dominican Republic,DOM,2020-02-22,0
Dominican Republic,DOM,2020-02-23,0
Dominican Republic,DOM,2020-02-24,0
Dominican Republic,DOM,2020-02-25,0
Dominican Republic,DOM,2020-02-26,0
Dominican Republic,DOM,2020-02-27,0
Dominican Republic,DOM,2020-02-28,0
Dominican Republic,DOM,2020-02-29,0
Dominican Republic,DOM,2020-03-01,0
Dominican Republic,DOM,2020-03-02,1
Dominican Republic,DOM,2020-03-07,2
Dominican Republic,DOM,2020-03-10,5
Dominican Republic,DOM,2020-03-14,11
Dominican Republic,DOM,2020-03-15,11
Dominican Republic,DOM,2020-03-16,11
Dominican Republic,DOM,2020-03-17,11
Dominican Republic,DOM,2020-03-18,11
Dominican Republic,DOM,2020-03-19,21
Dominican Republic,DOM,2020-03-20,21
Dominican Republic,DOM,2020-03-21,34
Dominican Republic,DOM,2020-03-22,112
Dominican Republic,DOM,2020-03-23,202
Dominican Republic,DOM,2020-03-24,245
Dominican Republic,DOM,2020-03-25,312
Dominican Republic,DOM,2020-03-26,392
Dominican Republic,DOM,2020-03-27,488
Dominican Republic,DOM,2020-03-28,581
Dominican Republic,DOM,2020-03-29,719
Dominican Republic,DOM,2020-03-30,859
Dominican Republic,DOM,2020-03-31,901
Dominican Republic,DOM,2020-04-01,1109
Dominican Republic,DOM,2020-04-02,1284
Dominican Republic,DOM,2020-04-03,1380
Dominican Republic,DOM,2020-04-04,1488
Ecuador,ECU,2019-12-31,0
Ecuador,ECU,2020-01-01,0
Ecuador,ECU,2020-01-02,0
Ecuador,ECU,2020-01-03,0
Ecuador,ECU,2020-01-04,0
Ecuador,ECU,2020-01-05,0
Ecuador,ECU,2020-01-06,0
Ecuador,ECU,2020-01-07,0
Ecuador,ECU,2020-01-08,0
Ecuador,ECU,2020-01-09,0
Ecuador,ECU,2020-01-10,0
Ecuador,ECU,2020-01-11,0
Ecuador,ECU,2020-01-12,0
Ecuador,ECU,2020-01-13,0
Ecuador,ECU,2020-01-14,0
Ecuador,ECU,2020-01-15,0
Ecuador,ECU,2020-01-16,0
Ecuador,ECU,2020-01-17,0
Ecuador,ECU,2020-01-18,0
Ecuador,ECU,2020-01-19,0
Ecuador,ECU,2020-01-20,0
Ecuador,ECU,2020-01-21,0
Ecuador,ECU,2020-01-22,0
Ecuador,ECU,2020-01-23,0
Ecuador,ECU,2020-01-24,0
Ecuador,ECU,2020-01-25,0
Ecuador,ECU,2020-01-26,0
Ecuador,ECU,2020-01-27,0
Ecuador,ECU,2020-01-28,0
Ecuador,ECU,2020-01-29,0
Ecuador,ECU,2020-01-30,0
Ecuador,ECU,2020-01-31,0
Ecuador,ECU,2020-02-01,0
Ecuador,ECU,2020-02-02,0
